date (utc),logical size,command (/s),query (/s),update (/s),delete (/s),insert (/s)
"February 18, 2021 at 10:09:41 PM",121.34 KB,0.2884259259259259,0,0,0,0
"February 19, 2021 at 10:08:41 PM",121.61 KB,0.29148714384989577,0,0,0,0
"February 20, 2021 at 10:09:41 PM",121.07 KB,0.29270182743465184,0,0,0,0
"February 21, 2021 at 10:09:41 PM",121.09 KB,0.2914814814814815,0,0,0,0
"February 22, 2021 at 9:09:41 PM",121.13 KB,0.2923671497584541,0,0,0,0
"February 23, 2021 at 10:08:41 PM",121.17 KB,???,0,0,0,0
"February 24, 2021 at 1:12:41 AM",121.17 KB,0.29347826086956524,0,0,0,0
"February 24, 2021 at 10:09:41 PM",109.40 KB,0.2921904004242906,???,???,0,0
"February 25, 2021 at 10:08:41 PM",109.41 KB,0.26188325225851283,0.07206393328700486,0.00753995830437804,0,0
"February 26, 2021 at 10:08:41 PM",110.63 KB,0.28987268518518516,0.10222222222222223,0.009525462962962963,???,???
"February 27, 2021 at 10:09:41 PM",117.42 KB,0.2919731667823271,0.08251214434420541,0.008616701364792968,0,0
"February 28, 2021 at 10:09:41 PM",117.48 KB,0.29363425925925923,0.08024305555555555,0.00974537037037037,0,0.000011574074074074073
"March 1, 2021 at 9:09:41 PM",117.60 KB,0.2905917874396135,0.029830917874396134,0.009033816425120774,0,0
"March 2, 2021 at 10:08:41 PM",117.45 KB,0.2926061818990438,0.029908828107627308,0.009450744941071825,0,0
"March 3, 2021 at 10:09:41 PM",117.45 KB,0.2917534086079874,0.03332176690583198,0.010455701937824404,0,0
"March 4, 2021 at 10:09:42 PM",117.45 KB,???,???,???,???,???
"March 5, 2021 at 10:08:42 PM",117.45 KB,0.2926337734537873,0.026453555709983784,0.008211721102617558,???,0
"March 6, 2021 at 10:09:42 PM",117.41 KB,0.2921813555401342,0.02727272727272727,0.00830441822808235,0,???
"March 7, 2021 at 10:08:42 PM",117.50 KB,0.2923673847579337,0.026638869585360204,0.0075747046560111185,0,0
"March 8, 2021 at 10:08:42 PM",117.50 KB,0.2922106447660805,0.02780092560415595,0.00812499990596065,0,0
"March 9, 2021 at 10:09:42 PM",117.51 KB,0.29139486804759274,0.03223455970662225,0.009784871730104925,0,0.000011566042234166577
"March 10, 2021 at 10:09:42 PM",117.30 KB,0.2917592592592593,0.032060185185185185,0.010092592592592592,0,0
"March 11, 2021 at 10:08:42 PM",117.38 KB,0.28947185545517723,0.028816307621033124,0.008420199212416029,0,0
"March 12, 2021 at 10:09:42 PM",117.33 KB,0.29304880869766364,0.03437427712236873,0.009426324311820495,0,0
"March 13, 2021 at 10:09:42 PM",117.29 KB,0.29341435185185183,0.03318287037037037,0.010972222222222222,0,0
"March 14, 2021 at 10:08:42 PM",117.29 KB,0.29272643039147556,0.030877924484595785,0.009381514940931202,0,0
"March 15, 2021 at 10:08:42 PM",117.29 KB,0.2927777777777778,0.036967592592592594,0.010219907407407407,0,0
"March 16, 2021 at 10:08:42 PM",117.29 KB,0.29204861111111113,0.036597222222222225,0.01105324074074074,0,0
"March 17, 2021 at 10:09:42 PM",117.29 KB,0.29292158223455933,0.030464954892435808,0.008755493869997686,0,0
"March 18, 2021 at 10:08:41 PM",117.29 KB,???,???,???,???,???
"March 19, 2021 at 9:09:41 PM",117.29 KB,0.29455708423847454,0.026224957760077237,0.007844557084238474,0,0
"March 20, 2021 at 10:09:41 PM",117.29 KB,0.2922777777777778,0.026211111111111112,0.007144444444444445,0,0
"March 21, 2021 at 10:09:41 PM",117.29 KB,0.2922106481481481,0.023981481481481482,0.007268518518518519,0,0
"March 22, 2021 at 10:09:41 PM",117.29 KB,0.2921875,0.02644675925925926,0.0070023148148148145,0,0
"March 23, 2021 at 10:09:41 PM",117.29 KB,0.2920601851851852,0.026863425925925926,0.007789351851851852,0,0
"March 24, 2021 at 10:08:41 PM",117.29 KB,0.29287699791521893,0.029244845957841093,0.00920778318276581,0,0
"March 25, 2021 at 10:09:41 PM",117.29 KB,0.28328706916493174,0.028452463566967384,0.008223455933379597,0,0
"March 26, 2021 at 10:09:41 PM",117.29 KB,0.2920023148148148,0.036967592592592594,0.007407407407407408,0,0
"March 27, 2021 at 10:08:41 PM",117.29 KB,???,???,???,0,0
"March 28, 2021 at 12:25:41 AM",117.29 KB,0.2891727493917275,0.025425790754257906,0.008759124087591242,0,0
"March 28, 2021 at 10:09:42 PM",109.31 KB,???,???,???,0,0
"March 29, 2021 at 10:08:42 PM",109.32 KB,0.19520500347463515,0,0,0,0
"March 30, 2021 at 10:09:42 PM",109.32 KB,0.177735368956743,0,0,0,0
"March 30, 2021 at 11:09:42 PM",109.32 KB,0.19583333333333333,0,0,0,0
"March 31, 2021 at 10:08:42 PM",109.32 KB,0.19124969784868262,0,0,0,0
"April 1, 2021 at 10:08:41 PM",109.30 KB,???,0,0,0,0
"April 2, 2021 at 10:09:41 PM",109.29 KB,0.29014573213046496,0,0,0,0
"April 3, 2021 at 10:08:41 PM",109.29 KB,???,0,0,0,0
"April 4, 2021 at 10:08:41 PM",109.29 KB,0.29185185185185186,0,0,0,0
"April 5, 2021 at 10:09:41 PM",109.29 KB,0.2919616007402267,0,0,0,0
"April 6, 2021 at 10:09:41 PM",109.28 KB,0.2904513888888889,0,0,0,0
"April 7, 2021 at 10:09:41 PM",114.10 KB,0.2911226851851852,0,0,0,0
"April 8, 2021 at 10:09:41 PM",117.39 KB,0.2913773148148148,0,0,0,0
"April 9, 2021 at 10:09:41 PM",117.35 KB,0.2917592592592593,0,0,0,0
"April 10, 2021 at 10:09:41 PM",117.35 KB,0.2914699074074074,0,0,0,0
"April 11, 2021 at 10:09:41 PM",117.33 KB,0.2921990740740741,0,0,0,0
"April 12, 2021 at 10:09:41 PM",117.34 KB,0.29229166666666667,0,0,0,0
"April 13, 2021 at 12:16:41 AM",117.33 KB,0.2916010498687664,0,0,0,0
"April 13, 2021 at 10:09:41 PM",113.34 KB,0.2914699162223915,???,???,0,0
"April 14, 2021 at 10:09:41 PM",113.33 KB,0.2925347222222222,0.01193287037037037,0.004224537037037037,0,0
"April 15, 2021 at 10:09:41 PM",113.34 KB,0.29216435185185186,0.013391203703703704,0.0044907407407407405,0,0
"April 16, 2021 at 12:15:41 AM",113.34 KB,0.2894179894179894,0.013492063492063493,0.005291005291005291,0,0
"April 16, 2021 at 10:09:41 PM",109.34 KB,0.2917047184170472,0.000012683916793505835,0,0,0
"April 17, 2021 at 10:09:41 PM",109.34 KB,0.2927430555555556,0,0,0,0
"April 18, 2021 at 10:09:41 PM",109.34 KB,0.2928587962962963,0,0,0,0
"April 19, 2021 at 10:09:41 PM",109.34 KB,0.29310185185185184,0,0,0,0
"April 20, 2021 at 12:09:41 AM",109.34 KB,0.29097222222222224,0,0,0,0
"April 20, 2021 at 10:09:42 PM",109.36 KB,???,???,???,0,0
"April 21, 2021 at 11:09:42 PM",109.34 KB,0.2932222222222222,0.012211111111111112,0.004222222222222222,0,0
"April 22, 2021 at 10:08:42 PM",109.33 KB,0.2862218999274837,0.0140319071791153,0.004906937394247039,0,0
"April 23, 2021 at 10:08:42 PM",109.33 KB,0.2932060185185185,0.015231481481481481,0.005474537037037037,0,0
"April 24, 2021 at 10:08:42 PM",109.35 KB,0.2937152777777778,0.014502314814814815,0.00474537037037037,0,0
"April 25, 2021 at 10:09:42 PM",109.35 KB,0.24489937543372658,0.008258154059680778,0.0024288688410825814,0,0
"April 26, 2021 at 10:08:42 PM",109.35 KB,0.1946374797312949,0.0033240676395645125,0,0,0
"April 27, 2021 at 10:09:42 PM",109.35 KB,0.1948415452232246,0.0033310201249132547,0,0,0
"April 28, 2021 at 10:09:42 PM",109.35 KB,0.1945486111111111,0.0033333333333333335,0,0,0
"April 29, 2021 at 10:08:41 PM",109.35 KB,???,???,???,0,0
"April 30, 2021 at 10:09:41 PM",109.35 KB,0.19528105482303956,0.003354152209114041,0,0,0
"May 1, 2021 at 10:09:41 PM",109.34 KB,0.25516203703703705,0.0084375,???,0,0
"May 2, 2021 at 10:09:41 PM",109.33 KB,0.29171296296296295,0.011377314814814814,0.0038425925925925928,0,0
"May 3, 2021 at 10:08:41 PM",109.35 KB,0.2865763261524207,0.012948807041927265,0.0045633541811443135,0,0
"May 4, 2021 at 10:08:41 PM",109.36 KB,0.2927546296296296,0.01306712962962963,0.004502314814814815,0,0
"May 5, 2021 at 10:08:41 PM",109.37 KB,???,???,???,0,0
"May 6, 2021 at 10:09:41 PM",109.37 KB,0.2931644691186676,0.013277816331251446,0.004545454545454545,0,0
"May 7, 2021 at 10:08:41 PM",109.36 KB,0.29208941394486915,0.01232337271253185,0.004192726430391476,0,0
"May 8, 2021 at 10:08:41 PM",109.36 KB,0.2887037037037037,0.011458333333333333,0.004155092592592592,0,0
"May 9, 2021 at 10:09:41 PM",109.36 KB,0.2925052047189452,0.011288457089983807,0.0037589636826278047,0,0
"May 10, 2021 at 10:09:41 PM",109.36 KB,0.29216435185185186,0.010451388888888889,0.0035416666666666665,0,0
"May 11, 2021 at 10:08:41 PM",109.36 KB,0.29246004169562195,0.011049339819318972,0.0034514709288858,0,0
"May 12, 2021 at 10:09:41 PM",109.36 KB,0.291383298635207,0.013127457783946334,0.004730511219060838,0,0
"May 13, 2021 at 12:17:41 AM",113.31 KB,0.2925780869038949,0.015364581332736806,0.006640624135335399,???,0
"May 13, 2021 at 10:09:41 PM",114.54 KB,0.2928861825823956,0.00002540650438778588,0.00001270325219389294,0,0
"May 14, 2021 at 10:09:41 PM",117.39 KB,0.2919097188436375,0,0,0,0
"May 15, 2021 at 10:09:41 PM",117.40 KB,0.2921064848623436,0,0,0,0
"May 16, 2021 at 10:09:41 PM",117.40 KB,0.29195601851851855,0,0,0,0
"May 17, 2021 at 10:08:41 PM",117.39 KB,0.2899814686124624,0,0,0,0
"May 18, 2021 at 10:08:41 PM",117.39 KB,0.29030092592592593,0,0,0,0
"May 19, 2021 at 10:09:41 PM",117.39 KB,0.2922160536664353,0,0,0,0
"May 20, 2021 at 10:08:41 PM",117.39 KB,0.29038684271484827,0,0,0,0
"May 21, 2021 at 8:09:41 PM",117.39 KB,???,???,???,???,0
"May 22, 2021 at 10:08:41 PM",117.41 KB,0.29198203976908277,0,0,0,0
"May 23, 2021 at 10:08:41 PM",117.45 KB,0.2922106481481481,0,0,0,0
"May 24, 2021 at 10:08:41 PM",117.45 KB,0.2906944444444444,0,0,0,0
"May 25, 2021 at 10:08:41 PM",117.46 KB,???,0,0,0,0
"May 26, 2021 at 10:08:41 PM",117.47 KB,0.19355324074074073,0,0,0,0
"May 27, 2021 at 10:08:41 PM",117.47 KB,0.19393518518518518,0,0,0,0
"May 28, 2021 at 10:08:41 PM",117.82 KB,0.17759259259259258,0,0,0,0
"May 29, 2021 at 10:09:41 PM",133.42 KB,0.11548693037242655,0,0,0,0
"May 30, 2021 at 10:08:41 PM",153.54 KB,0.21435024322446145,0,0,0,0
"May 31, 2021 at 12:12:41 AM",153.54 KB,0.19596774193548386,0,0,0,0
"May 31, 2021 at 10:08:41 PM",153.54 KB,0.19208459979736575,???,0,0,0
"June 1, 2021 at 10:08:41 PM",153.52 KB,0.3045023148148148,0.009236111111111112,???,0,0
"June 2, 2021 at 10:09:41 PM",153.54 KB,0.388029146426093,0.013173721952347906,0.004499190377052972,0,???
"June 3, 2021 at 9:09:41 PM",153.64 KB,0.3899033816425121,0.012053140096618358,0.00391304347826087,???,0.000024154589371980676
"June 4, 2021 at 10:08:41 PM",153.63 KB,0.37659550811652215,0.012119190571492106,0.004136090727151434,0,0
"June 5, 2021 at 10:09:41 PM",153.63 KB,0.38812167476289616,0.011485079805690492,0.003909322229932917,0,0
"June 6, 2021 at 10:09:41 PM",153.64 KB,0.3903240740740741,0.010613425925925925,0.0034953703703703705,0,0
"June 7, 2021 at 10:09:41 PM",153.63 KB,0.38971064814814815,0.010868055555555556,0.0033449074074074076,0,0
"June 8, 2021 at 10:08:41 PM",153.64 KB,0.3897729905026639,0.011512624507760019,0.0037178596247394026,0,0
"June 9, 2021 at 10:09:41 PM",153.66 KB,0.3874739764052741,0.011138098542678696,0.0038514920194309505,0,0
"June 10, 2021 at 10:08:41 PM",153.65 KB,0.3891243919388464,0.010655547834144082,0.0036599490386842715,0,0
"June 11, 2021 at 10:09:41 PM",153.64 KB,0.38517232957237646,0.012236872400683873,0.004603284702714727,0,0
"June 12, 2021 at 10:09:41 PM",153.63 KB,0.3870138933682164,0.0116203705048654,0.00403935189860361,0,0
"June 13, 2021 at 10:08:41 PM",153.63 KB,0.38691220755154043,0.010725040537410238,0.0036715311558952976,0,0
"June 14, 2021 at 10:08:41 PM",153.63 KB,0.3883101851851852,0.010787037037037038,0.0036458333333333334,0,0
"June 15, 2021 at 10:08:41 PM",153.63 KB,0.38837962962962963,0.011400462962962963,0.003993055555555555,0,0
"June 16, 2021 at 10:08:41 PM",150.37 KB,0.3896527777777778,0.011284722222222222,0.0036226851851851854,0.000023148148148148147,0
"June 16, 2021 at 11:09:41 PM",150.00 KB,0.3923497267759563,0.01557377049180328,0.00546448087431694,0,0
"June 17, 2021 at 10:09:41 PM",141.51 KB,0.38856280193236714,0.010881642512077294,0.003393719806763285,0,0
"June 18, 2021 at 10:09:41 PM",141.51 KB,0.3791087962962963,0.01138888888888889,0.003715277777777778,0,0
"June 19, 2021 at 10:09:41 PM",141.51 KB,0.38784722222222223,0.010532407407407407,0.0030902777777777777,0,0
"June 20, 2021 at 10:08:41 PM",141.51 KB,0.3871206856613389,0.011419967570071809,0.0033935603428306696,0,0
"June 21, 2021 at 10:08:41 PM",141.51 KB,0.38840277777777776,0.010659722222222221,0.003564814814814815,0,0
"June 22, 2021 at 12:22:41 AM",141.51 KB,0.38818407960199003,0.014303482587064677,0.005348258706467662,0,0
"June 22, 2021 at 9:08:41 PM",141.51 KB,???,???,???,???,???
"June 23, 2021 at 9:09:41 PM",141.51 KB,0.3891973166782327,0,0,0,0
"June 24, 2021 at 9:09:41 PM",141.53 KB,0.38818287037037036,0,0,0,0
"June 25, 2021 at 9:09:41 PM",141.52 KB,0.36431712962962964,0,0,0,0
"June 26, 2021 at 10:09:41 PM",141.54 KB,0.2876222222222222,0,0,0,0
"June 27, 2021 at 10:09:41 PM",141.54 KB,0.28582175925925923,0,0,0,0
"June 28, 2021 at 10:09:41 PM",141.54 KB,0.2911226851851852,0,0,0,0
"June 29, 2021 at 10:09:41 PM",141.54 KB,0.2886574074074074,0,0,0,0
"June 30, 2021 at 10:09:41 PM",141.54 KB,0.28846064814814815,0,0,0,0
"July 1, 2021 at 10:09:42 PM",141.52 KB,???,0,0,0,0
"July 2, 2021 at 10:08:42 PM",141.51 KB,0.37956914523974983,0,0,0,0
"July 3, 2021 at 10:09:42 PM",141.51 KB,0.38762433495257925,0,0,0,0
"July 4, 2021 at 10:09:42 PM",141.51 KB,0.38472222222222224,0,0,0,0
"July 5, 2021 at 10:09:42 PM",141.51 KB,0.38528935185185187,0,0,0,0
"July 6, 2021 at 10:09:42 PM",141.51 KB,0.3816087962962963,0,0,0,0
"July 7, 2021 at 10:09:42 PM",141.51 KB,0.3859837962962963,0,0,0,0
"July 8, 2021 at 10:09:42 PM",141.51 KB,0.3790162037037037,0,0,0,0
"July 9, 2021 at 9:09:41 PM",141.51 KB,???,0,0,0,0
"July 10, 2021 at 10:09:41 PM",141.51 KB,0.3813888888888889,0,0,0,0
"July 11, 2021 at 10:09:41 PM",141.51 KB,0.38741898148148146,0,0,0,0
"July 12, 2021 at 10:09:41 PM",141.51 KB,0.3829976851851852,0,0,0,0
"July 13, 2021 at 10:09:41 PM",141.51 KB,???,0,0,0,0
"July 14, 2021 at 10:09:41 PM",141.51 KB,0.38774305555555555,0,0,0,0
"July 15, 2021 at 10:09:41 PM",141.53 KB,0.38439814814814816,0,0,0,0
"July 16, 2021 at 10:09:41 PM",141.51 KB,0.38288194444444446,0,0,0,0
"July 17, 2021 at 10:09:41 PM",141.52 KB,0.3828009259259259,0,0,0,0
"July 18, 2021 at 12:06:41 AM",141.53 KB,0.3915954415954416,0,0,0,0
"July 18, 2021 at 10:09:41 PM",141.52 KB,0.3754472159234064,???,???,0,0
"July 19, 2021 at 10:09:41 PM",141.58 KB,0.38710648148148147,0.0052430555555555555,0.0013194444444444445,???,???
"July 20, 2021 at 10:09:41 PM",141.54 KB,0.38385416666666666,0.007141203703703703,0.0033333333333333335,0,0
"July 21, 2021 at 10:09:41 PM",141.54 KB,0.37560185185185185,0.0052893518518518515,0.0015046296296296296,0,0
"July 22, 2021 at 10:09:41 PM",141.54 KB,0.38738426374287344,0.005173611170990871,0.0014467592760041583,0,0
"July 23, 2021 at 12:11:41 AM",141.54 KB,0.38784147707083644,0.006010928140583587,0.0015027320351458967,0,0
"July 23, 2021 at 10:09:41 PM",141.54 KB,0.38052604957005565,0,0,0,0
"July 24, 2021 at 10:09:41 PM",141.54 KB,0.38873842592592595,0,0,0,0
"July 25, 2021 at 10:09:41 PM",141.55 KB,0.3466898148148148,0,0,0,0
"July 26, 2021 at 10:09:41 PM",141.57 KB,0.2911458333333333,0,0,0,0
"July 27, 2021 at 10:09:41 PM",141.57 KB,0.2884953703703704,0,0,0,0
"July 28, 2021 at 10:09:41 PM",141.57 KB,0.2890162037037037,0,0,0,0
"July 29, 2021 at 10:09:42 PM",141.57 KB,???,???,???,???,???
"July 30, 2021 at 12:14:42 AM",141.57 KB,0.29146666666666665,0,0,0,0
"July 30, 2021 at 10:09:42 PM",141.57 KB,0.292446134347275,???,0,0,0
"July 31, 2021 at 10:09:42 PM",141.57 KB,0.2930787037037037,0.0033564814814814816,0,0,0
"August 1, 2021 at 12:22:42 AM",141.57 KB,0.29160401002506264,0.003132832080200501,0,0,0
"August 1, 2021 at 10:09:41 PM",141.55 KB,???,???,0,0,0
"August 2, 2021 at 10:09:41 PM",141.54 KB,0.38829861111111114,0,0,0,0
"August 3, 2021 at 10:09:41 PM",141.54 KB,0.38635416666666667,0,0,0,0
"August 4, 2021 at 9:09:41 PM",141.54 KB,0.38638888422235645,0,0,0,0
"August 5, 2021 at 10:09:41 PM",141.54 KB,0.38443333333333335,0,0,0,0
"August 6, 2021 at 12:02:41 AM",141.54 KB,0.39233038348082594,0,0,0,0
"August 6, 2021 at 10:09:41 PM",141.54 KB,???,???,???,0,0
"August 7, 2021 at 10:09:41 PM",141.54 KB,0.3878125044885707,0.007824074164630488,0.003935185230731311,0,0
"August 8, 2021 at 10:09:41 PM",141.54 KB,0.38956018067638676,0.007106481399230539,0.003229166629292053,0,0
"August 9, 2021 at 9:09:41 PM",141.54 KB,0.38864734299516907,0.00571256038647343,0.001932367149758454,0,0
"August 10, 2021 at 10:09:41 PM",141.54 KB,???,???,???,0,0
"August 11, 2021 at 9:09:41 PM",141.54 KB,0.390362314126059,0.007342995080398609,0.0012439613376333172,0,0
"August 12, 2021 at 10:09:41 PM",141.54 KB,0.3843888888888889,0.005355555555555555,0.0015666666666666667,0,0
"August 13, 2021 at 10:09:41 PM",141.54 KB,0.3844328570220073,0.0049999998263888954,0.0013541666196469923,0,0
"August 14, 2021 at 10:09:41 PM",141.54 KB,0.384756957804061,0.005150463141798489,0.0013888889371141992,0,0
"August 15, 2021 at 10:09:41 PM",141.54 KB,0.38657407407407407,0.004965277777777778,0.0011689814814814816,0,0
"August 16, 2021 at 10:09:41 PM",141.53 KB,0.38906250450303825,0.005381944506735469,0.0015046296470443248,???,0
"August 17, 2021 at 10:09:41 PM",141.48 KB,0.37918981481481484,0.0050810185185185186,0.001261574074074074,0,0
"August 18, 2021 at 10:09:41 PM",141.48 KB,0.3864351807125558,0.00495370364636917,0.0011689814679516034,0,0
"August 19, 2021 at 10:09:41 PM",141.48 KB,0.37315972654120055,0.005370370432527436,0.0013078703855077592,0,0
"August 20, 2021 at 10:09:41 PM",141.48 KB,0.3905092592592593,0.00542824074074074,0.0011921296296296296,0,0
"August 21, 2021 at 10:09:41 PM",141.48 KB,0.389224537037037,0.004629629629629629,0.0010763888888888889,0,0
"August 22, 2021 at 10:09:41 PM",141.48 KB,0.3687731438799404,0.0034490740341542358,0.0012731481334126373,0,0
"August 23, 2021 at 9:09:41 PM",141.48 KB,0.39120772474386806,0.004879226994212234,0.0010990338031517657,0,0
"August 24, 2021 at 10:09:41 PM",141.48 KB,0.38620000858222236,0.005477777899506175,0.001355555585679013,0,0
"August 25, 2021 at 10:09:41 PM",141.49 KB,0.3429976851851852,0.00474537037037037,0.0008101851851851852,0,0
"August 26, 2021 at 10:09:41 PM",141.50 KB,0.29184027777777777,0.0033796296296296296,0,0,0
"August 27, 2021 at 10:09:41 PM",141.50 KB,???,???,???,???,0
"August 28, 2021 at 10:09:41 PM",141.50 KB,0.29185185185185186,0.003171296296296296,0,0,0
"August 29, 2021 at 10:09:41 PM",141.50 KB,0.2921412070849677,0.003298611149289481,0,0,0
"August 30, 2021 at 10:09:41 PM",141.50 KB,0.2924537003188229,0.003368055516573431,0,0,0
"August 31, 2021 at 10:09:41 PM",141.50 KB,0.28863426259993363,0.003217592629833248,0,0,0
"September 1, 2021 at 10:09:41 PM",141.49 KB,0.35312499591290514,0.004849536980908137,???,0,0
"September 2, 2021 at 10:09:41 PM",141.48 KB,0.38925925925925925,0.005601851851851852,0.0014583333333333334,0,0
"September 3, 2021 at 10:09:41 PM",141.48 KB,0.3698726894661191,0.00531250006148727,0.001342592608131859,0,0
"September 4, 2021 at 12:06:41 AM",141.48 KB,0.39145299145299145,0.0065527065527065526,0.0019943019943019944,0,0
"September 4, 2021 at 10:09:41 PM",141.48 KB,0.38716300847615254,0,0,0,0
"September 5, 2021 at 10:09:41 PM",141.48 KB,0.3867939635743535,0,0,0,0
"September 6, 2021 at 10:09:41 PM",141.48 KB,0.38784724017811295,0,0,0,0
"September 7, 2021 at 10:09:41 PM",141.48 KB,0.3874768518518519,0,0,0,0
"September 8, 2021 at 10:09:41 PM",141.48 KB,0.2504398148148148,0,0,0,0
"September 9, 2021 at 10:09:41 PM",141.48 KB,0.3311111072788066,0,0,0,0
"September 10, 2021 at 12:19:41 AM",141.48 KB,0.3841026625904263,0,0,0,0
"September 10, 2021 at 10:09:41 PM",141.48 KB,???,???,???,0,0
"September 11, 2021 at 10:09:41 PM",141.48 KB,0.3882175925925926,0.007152777777777778,0.0019675925925925924,0,0
"September 12, 2021 at 10:09:41 PM",141.48 KB,0.3889699074074074,0.006122685185185185,0.0016087962962962963,0,0
"September 13, 2021 at 10:09:41 PM",141.48 KB,0.3890162037037037,0.007511574074074074,0.0016203703703703703,0,0
"September 14, 2021 at 10:09:41 PM",141.50 KB,0.3596990740740741,0.006273148148148148,0.0016550925925925926,0,0
"September 15, 2021 at 10:09:41 PM",141.49 KB,0.38458333333333333,0.006168981481481482,0.001736111111111111,0,0
"September 16, 2021 at 10:09:41 PM",141.48 KB,0.3664699074074074,0.005462962962962963,0.0016203703703703703,0,0
"September 17, 2021 at 10:09:41 PM",141.48 KB,0.35609953703703706,0.006400462962962963,0.0020717592592592593,0,0
"September 18, 2021 at 10:09:41 PM",141.48 KB,0.3904166666666667,0.007013888888888889,0.0022800925925925927,0,0
"September 19, 2021 at 10:09:41 PM",141.48 KB,0.3904282452595862,0.005729166732976467,0.0015856481665005575,0,0
"September 20, 2021 at 10:09:41 PM",141.48 KB,0.3889236111111111,0.005451388888888889,0.0012037037037037038,0,0
"September 21, 2021 at 10:09:41 PM",141.48 KB,???,???,???,0,0
"September 22, 2021 at 12:56:41 AM",141.48 KB,0.38942115768463076,0.004790419161676647,0.000998003992015968,0,0
"September 22, 2021 at 10:09:42 PM",141.48 KB,???,???,???,0,0
"September 23, 2021 at 10:09:42 PM",141.48 KB,0.3894675925925926,0,0,0,0
"September 24, 2021 at 10:09:41 PM",141.48 KB,???,0,0,0,0
"September 25, 2021 at 10:09:41 PM",141.49 KB,0.33697916276644485,0,0,0,0
"September 26, 2021 at 10:09:41 PM",141.50 KB,0.2862615740740741,0,0,0,0
"September 27, 2021 at 10:09:41 PM",141.50 KB,0.27545138888888887,0,0,0,0
"September 28, 2021 at 10:06:41 PM",141.50 KB,0.25903502667594525,0,0,0,0
"September 29, 2021 at 10:09:41 PM",141.50 KB,0.28085008409390255,0,0,0,0
"September 30, 2021 at 10:09:41 PM",141.50 KB,0.2867939781621067,0,0,0,0
"October 1, 2021 at 3:09:41 PM",141.49 KB,0.3363725215381927,0,0,0,0
"October 2, 2021 at 6:09:41 PM",141.48 KB,0.38288067813172216,0,0,0,0
"October 3, 2021 at 9:09:41 PM",141.48 KB,0.38130658436213993,0,0,0,0
"October 4, 2021 at 10:09:41 PM",141.48 KB,0.3846666709407408,0,0,0,0
"October 5, 2021 at 10:09:42 PM",141.48 KB,???,0,0,0,0
"October 6, 2021 at 10:09:42 PM",141.48 KB,0.3343171296296296,0,0,0,0
"October 7, 2021 at 10:09:42 PM",141.48 KB,0.2848263888888889,0,0,0,0
"October 8, 2021 at 10:09:42 PM",141.48 KB,0.2870023148148148,0,0,0,0
"October 9, 2021 at 10:09:42 PM",141.48 KB,0.28466435185185185,0,0,0,0
"October 10, 2021 at 10:09:42 PM",141.48 KB,0.2885648114749443,0,0,0,0
"October 11, 2021 at 11:09:42 PM",141.48 KB,0.2896444444444444,0,0,0,0
"October 12, 2021 at 10:09:41 PM",141.48 KB,???,0,0,0,0
"October 13, 2021 at 10:09:41 PM",141.48 KB,0.2759606705060728,0,0,0,0
"October 14, 2021 at 9:09:41 PM",141.48 KB,0.2893478260869565,0,0,0,0
"October 15, 2021 at 10:09:41 PM",141.48 KB,0.2883888760716055,0,0,0,0
"October 16, 2021 at 10:09:41 PM",141.48 KB,0.28967594268958,0,0,0,0
"October 17, 2021 at 10:09:41 PM",141.48 KB,0.29116898148148146,0,0,0,0
"October 18, 2021 at 10:09:41 PM",141.48 KB,0.19650462962962964,0,0,0,0
"October 19, 2021 at 10:09:41 PM",141.48 KB,0.09783564701579112,0,0,0,0
"October 20, 2021 at 12:16:41 AM",141.48 KB,0.09790024961938981,0,0,0,0
"October 20, 2021 at 10:09:41 PM",141.48 KB,0.09795633533836424,???,???,0,0
"October 21, 2021 at 10:09:41 PM",141.48 KB,0.10203703821802128,0.0022337963221504206,0.0011111111239711937,0,0
"October 22, 2021 at 12:14:41 AM",141.48 KB,0.09773333333333334,0.0032,0.0012,0,0
"October 22, 2021 at 10:09:41 PM",141.50 KB,0.09787072243346008,0,0,0,0
"October 23, 2021 at 10:09:41 PM",141.49 KB,0.10175925925925926,0,0,0,0
"October 24, 2021 at 10:09:41 PM",141.49 KB,0.05586804973596704,0,0,0,0
"October 25, 2021 at 10:09:41 PM",141.50 KB,0,0,0,0,0
"October 26, 2021 at 10:09:41 PM",141.50 KB,0.004224536694771333,0,0,0,0
"October 27, 2021 at 10:09:41 PM",141.50 KB,0,0,0,0,0
"October 28, 2021 at 9:04:41 PM",141.50 KB,0,0,0,0,0
"October 31, 2021 at 10:09:41 PM",141.50 KB,???,???,???,0,0
"November 1, 2021 at 10:09:41 PM",141.49 KB,0.060358794200504835,0,0,0,0
"November 2, 2021 at 10:09:41 PM",141.48 KB,0.10563657896465643,0,0,0,0
"November 3, 2021 at 10:09:41 PM",141.48 KB,0.09863425811765905,0,0,0,0
"November 4, 2021 at 10:09:41 PM",141.50 KB,0.09769676039000881,0,0,0,0
"November 5, 2021 at 10:09:41 PM",141.48 KB,0.09773148148148147,0,0,0,0
"November 6, 2021 at 10:09:41 PM",141.48 KB,0.09768517840149225,0,0,0,0
"November 7, 2021 at 10:09:41 PM",141.48 KB,0.09776620936147046,0,0,0,0
"November 8, 2021 at 10:09:41 PM",141.48 KB,0.1017824074074074,0,0,0,0
"November 9, 2021 at 10:09:41 PM",141.48 KB,0.09783564814814814,0,0,0,0
